,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
716,SHLT,SHL Telemedicine Ltd.,105.19M,-0.85%,3708,57.10M
717,OM,"Outset Medical, Inc.",104.55M,-,1475238,130.38M
718,LIFE,"aTyr Pharma, Inc.",103.94M,22.84%,1439484,353.00K
719,ASRT,"Assertio Holdings, Inc.",103.55M,2.75%,1807704,152.07M
720,SY,So-Young International Inc.,103.26M,1.90%,64716,197.06M
721,CMRX,"Chimerix, Inc.",101.70M,0.88%,271760,324.00K
722,VANI,"Vivani Medical, Inc.",100.61M,7.65%,571158,-
723,PETS,"PetMed Express, Inc.",100.45M,2.11%,536430,270.52M
724,KRMD,"KORU Medical Systems, Inc.",100.11M,0.46%,277374,28.52M
725,MYO,"Myomo, Inc.",99.99M,4.07%,138995,19.24M
726,PLX,"Protalix BioTherapeutics, Inc.",99.94M,-2.92%,577845,65.49M
727,ATHA,"Athira Pharma, Inc.",99.84M,1.95%,512660,-
728,CARM,"Carisma Therapeutics, Inc.",99.68M,-6.07%,232209,10.63M
729,VIGL,"Vigil Neuroscience, Inc.",99.02M,21.38%,161462,-
730,ANIX,"Anixa Biosciences, Inc.",98.25M,19.81%,341230,210.00K
731,BWAY,BrainsWay Ltd.,97.06M,1.94%,65817,31.79M
732,BRNS,Barinthus Biotherapeutics plc,96.89M,-1.00%,9239,7.26M
733,ANVS,"Annovis Bio, Inc.",94.37M,1.91%,119222,-
734,CRVS,"Corvus Pharmaceuticals, Inc.",94.15M,2.66%,172619,-
735,IFRX,InflaRx N.V.,93.04M,5.92%,123709,60.80K
736,ELUT,Elutia Inc.,92.79M,1.23%,15683,24.75M
737,CRDL,Cardiol Therapeutics Inc.,92.68M,5.28%,126952,-
738,SPRO,"Spero Therapeutics, Inc.",92.48M,2.87%,1032034,103.78M
739,CUE,"Cue Biopharma, Inc.",91.60M,1.97%,261696,3.82M
740,ANTX,"AN2 Therapeutics, Inc.",90.41M,-1.32%,440704,-
741,EQ,"Equillium, Inc.",89.55M,-0.39%,143073,42.63M
742,VAXX,"Vaxxinity, Inc.",88.98M,7.76%,365050,-
743,VERU,Veru Inc.,87.84M,-3.35%,1563339,16.30M
744,PRPH,"ProPhase Labs, Inc.",87.70M,3.70%,26985,62.71M
745,BTAI,"BioXcel Therapeutics, Inc.",87.20M,-6.62%,1452327,1.24M
746,RNAC,"Cartesian Therapeutics, Inc.",86.48M,8.41%,1638239,26.00M
747,MDXH,MDxHealth SA,86.17M,-4.91%,27248,70.19M
748,BLRX,BioLineRx Ltd.,86.17M,-2.54%,75935,-
749,PMVP,"PMV Pharmaceuticals, Inc.",85.91M,6.67%,898288,-
750,LTRN,Lantern Pharma Inc.,84.96M,18.37%,741156,-
751,IMRX,Immuneering Corporation,84.92M,-34.14%,3554759,-
752,DCTH,"Delcath Systems, Inc.",82.45M,6.72%,802903,2.17M
753,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",82.22M,9.17%,309765,-
754,TRIB,Trinity Biotech plc,82.15M,1.85%,12579,61.44M
755,ALVR,"AlloVir, Inc.",81.24M,7.18%,992126,-
756,MURA,Mural Oncology plc,80.28M,-0.21%,367434,-
757,ACRS,"Aclaris Therapeutics, Inc.",80.21M,1.74%,1057180,31.25M
758,TIL,"Instil Bio, Inc.",80.16M,-0.28%,7088,-
759,PSNL,"Personalis, Inc.",79.80M,1.27%,225915,73.48M
760,INCR,InterCure Ltd.,79.75M,5.71%,73207,112.41M
761,HYPR,"Hyperfine, Inc.",78.04M,8.26%,59010,9.77M
762,ONCY,Oncolytics Biotech Inc.,77.84M,-3.05%,398261,-
763,ASXC,"Asensus Surgical, Inc.",76.64M,-3.11%,516299,5.61M
764,ENLV,Enlivex Therapeutics Ltd.,76.63M,-0.97%,16108,-
765,EGRX,"Eagle Pharmaceuticals, Inc.",76.19M,1.68%,326363,257.55M
766,VNRX,VolitionRx Limited,75.56M,6.67%,79319,651.04K
767,NVNO,enVVeno Medical Corporation,75.51M,3.88%,75090,-
768,MIST,Milestone Pharmaceuticals Inc.,75.47M,2.11%,317951,4.50M
769,OTLK,"Outlook Therapeutics, Inc.",74.56M,43.80%,2252201,-
770,ELYM,"Eliem Therapeutics, Inc.",74.17M,-1.43%,2718,-
771,CSBR,"Champions Oncology, Inc.",73.54M,1.11%,2388,49.98M
772,GNTA,Genenta Science S.p.A.,72.87M,-,203,-
773,IMMX,"Immix Biopharma, Inc.",72.52M,-7.04%,458547,-
774,PASG,"Passage Bio, Inc.",72.28M,20.00%,202593,-
775,RZLT,"Rezolute, Inc.",72.12M,-2.20%,283554,-
776,DTIL,"Precision BioSciences, Inc.",71.61M,3.30%,104044,52.29M
777,MLEC,Moolec Science SA,71.06M,3.57%,8659,-
778,EYEN,"Eyenovia, Inc.",71.04M,-1.24%,645891,1.20K
779,NUTX,"Nutex Health, Inc.",70.80M,1.37%,2334146,231.70M
780,IKNA,"Ikena Oncology, Inc.",70.22M,7.53%,568375,9.16M
781,LVTX,LAVA Therapeutics N.V.,69.93M,7.66%,549649,9.63M
782,GANX,"Gain Therapeutics, Inc.",69.50M,0.23%,128167,55.18K
783,ALGS,"Aligos Therapeutics, Inc.",69.46M,8.08%,1045565,15.53M
784,CGTX,"Cognition Therapeutics, Inc.",69.42M,3.37%,274367,-
785,BNR,Burning Rock Biotech Limited,68.79M,-2.72%,17137,76.83M
786,HOOK,HOOKIPA Pharma Inc.,68.02M,4.60%,456721,20.55M
787,SLS,"SELLAS Life Sciences Group, Inc.",67.41M,-29.03%,7236559,-
788,MNOV,"MediciNova, Inc.",66.70M,-1.47%,74819,1.00M
789,KRON,"Kronos Bio, Inc.",66.48M,1.75%,273506,4.00M
790,TPST,"Tempest Therapeutics, Inc.",66.02M,6.12%,682621,-
791,AFMD,Affimed N.V.,65.71M,3.86%,75028,20.23M
792,ASMB,"Assembly Biosciences, Inc.",65.11M,-0.41%,16159,-
793,ENZ,"Enzo Biochem, Inc.",64.54M,-3.97%,141949,12.81M
794,DERM,Journey Medical Corporation,64.22M,-2.02%,106231,79.89M
795,ATRA,"Atara Biotherapeutics, Inc.",63.82M,-1.46%,1463746,4.54M
796,RGC,Regencell Bioscience Holdings Limited,63.63M,-4.24%,2585,-
797,TSBX,Turnstone Biologics Corp.,63.51M,9.93%,795365,81.89M
798,CNTB,Connect Biopharma Holdings Limited,63.06M,6.84%,115203,-
799,ANEB,"Anebulo Pharmaceuticals, Inc.",62.76M,4.53%,1984,-
800,MGRM,"Monogram Orthopaedics, Inc.",62.57M,4.98%,44421,-
801,KZR,"Kezar Life Sciences, Inc.",61.88M,3.53%,874375,7.00M
802,GEG,"Great Elm Group, Inc.",61.36M,5.00%,34183,11.05M
803,PDEX,"Pro-Dex, Inc.",61.27M,-0.98%,9121,48.24M
804,SRTS,"Sensus Healthcare, Inc.",61.24M,-6.22%,245717,24.94M
805,CDTX,"Cidara Therapeutics, Inc.",61.18M,6.85%,1338251,56.54M
806,SSIC,Silver Spike Investment Corp.,61.16M,-0.30%,8967,7.76M
807,CLGN,CollPlant Biotechnologies Ltd.,60.93M,-4.38%,2469,10.72M
808,BEAT,"HeartBeam, Inc.",60.82M,2.60%,154572,-
809,RLYB,Rallybio Corporation,60.31M,1.57%,196432,-
810,CRIS,"Curis, Inc.",60.06M,1.08%,11295,10.02M
811,NSPR,"InspireMD, Inc.",58.64M,-4.17%,33018,6.21M
812,APYX,Apyx Medical Corporation,58.55M,5.92%,56150,50.30M
813,PRE,Prenetics Global Limited,57.97M,-1.06%,70636,68.79M
814,AMIX,"Autonomix Medical, Inc.",57.75M,-11.75%,62184,-
815,RBOT,Vicarious Surgical Inc.,57.38M,17.21%,590549,-
816,INTS,"Intensity Therapeutics, Inc.",57.03M,16.11%,104425,-
817,AVRO,"AVROBIO, Inc.",56.72M,2.36%,491509,-
818,CTCX,Carmell Therapeutics Corporation,56.55M,1.30%,4040,25.65M
819,ICCM,IceCure Medical Ltd,56.25M,-1.63%,80207,2.91M
820,MODD,"Modular Medical, Inc.",56.09M,-0.55%,169274,-
821,ICU,SeaStar Medical Holding Corporation,56.00M,4.02%,4658425,-
822,THTX,Theratechnologies Inc.,55.99M,6.78%,15197,59.25M
823,BNGO,"Bionano Genomics, Inc.",55.79M,-0.98%,1211253,36.12M
824,LPTX,"Leap Therapeutics, Inc.",55.73M,0.45%,148251,-
825,NEUE,NeueHealth Inc,55.70M,9.03%,36893,1.88B
826,SABS,"SAB Biotherapeutics, Inc.",55.35M,-8.00%,70620,4.09M
827,SCYX,"SCYNEXIS, Inc.",55.07M,-3.33%,361330,135.87M
828,HCWB,HCW Biologics Inc.,54.37M,6.25%,63128,576.02K
829,XAIR,"Beyond Air, Inc.",54.06M,3.00%,371744,689.00K
830,FIXX,"Homology Medicines, Inc.",53.91M,-0.79%,149944,1.16M
831,LUCD,Lucid Diagnostics Inc.,53.76M,-0.89%,352533,1.50M
832,AONC,"American Oncology Network, Inc.",53.48M,0.36%,10320,-
833,RPHM,"Reneo Pharmaceuticals, Inc.",53.30M,3.75%,270840,-
834,CLNN,Clene Inc.,53.21M,-4.76%,557418,654.00K
835,CRVO,CervoMed Inc.,52.43M,8.11%,25163,1.53M
836,APLM,"Apollomics, Inc.",51.90M,4.34%,161426,-
837,ENTX,Entera Bio Ltd.,51.45M,-0.73%,24054,-
838,MLSS,Milestone Scientific Inc.,51.20M,4.70%,188611,9.81M
839,MTNB,"Matinas BioPharma Holdings, Inc.",51.17M,26.00%,3305741,4.28M
840,INAB,"IN8bio, Inc.",51.08M,-1.72%,253721,-
841,TLSA,Tiziana Life Sciences Ltd,50.92M,-0.66%,27660,-
842,CTSO,Cytosorbents Corporation,50.60M,-4.11%,522785,37.07M
843,AADI,"Aadi Bioscience, Inc.",50.34M,5.85%,506738,24.35M
844,ELTX,"Elicio Therapeutics, Inc.",50.33M,-4.58%,31967,-
845,UNCY,"Unicycive Therapeutics, Inc.",50.05M,1.39%,344346,-
846,CASI,"CASI Pharmaceuticals, Inc.",49.96M,-9.03%,125698,42.26M
847,QNCX,"Quince Therapeutics, Inc.",49.73M,1.72%,22401,-
848,BGXX,Bright Green Corporation,49.52M,1.11%,1721522,-
849,RGLS,Regulus Therapeutics Inc.,49.44M,-13.70%,1466323,-
850,NKGN,"NKGen Biotech, Inc.",49.41M,5.38%,535240,77.00K
851,IXHL,Incannex Healthcare Limited,49.04M,0.97%,281148,-
852,LEXX,Lexaria Bioscience Corp.,48.28M,1.30%,448047,276.01K
853,DHAI,"DIH Holdings US, Inc.",47.84M,11.32%,934429,13.17M
854,RNLX,Renalytix Plc,47.50M,-2.16%,200303,2.41M
855,OKYO,OKYO Pharma Limited,47.20M,3.87%,54565,-
856,OCUP,"Ocuphire Pharma, Inc.",47.15M,0.53%,249409,19.05M
857,CKPT,"Checkpoint Therapeutics, Inc.",46.87M,3.78%,292206,171.00K
858,BCTX,BriaCell Therapeutics Corp.,46.69M,-,45900,-
859,CCEL,"Cryo-Cell International, Inc.",46.24M,1.25%,22467,31.34M
860,ACHL,Achilles Therapeutics plc,45.68M,-0.90%,329524,-
861,CADL,"Candel Therapeutics, Inc.",45.11M,-5.13%,63597,-
862,LNSR,"LENSAR, Inc.",45.01M,15.29%,34576,42.16M
863,DARE,"Daré Bioscience, Inc.",44.87M,3.30%,148682,1.00M
864,AGE,"AgeX Therapeutics, Inc.",44.86M,24.44%,24198,94.00K
865,MDAI,"Spectral AI, Inc.",44.16M,16.94%,21131242,38.14M
866,DYAI,"Dyadic International, Inc.",43.79M,-1.32%,46514,2.96M
867,OWLT,"Owlet, Inc.",43.57M,2.77%,44591,54.01M
868,CYTH,"Cyclo Therapeutics, Inc.",43.47M,12.26%,208918,951.81K
869,GMDA,Gamida Cell Ltd.,43.11M,-1.66%,1016235,673.00K
870,CARA,"Cara Therapeutics, Inc.",42.99M,11.65%,738032,20.97M
871,ESLA,"Estrella Immunopharma, Inc.",42.95M,10.29%,33015,-
872,BOLT,"Bolt Biotherapeutics, Inc.",42.61M,0.91%,134199,7.20M
873,ICAD,"iCAD, Inc.",42.43M,-1.24%,248340,22.21M
874,RPID,"Rapid Micro Biosystems, Inc.",42.40M,-4.54%,24472,22.52M
875,IRIX,IRIDEX Corporation,42.08M,-6.37%,94837,54.61M
876,VTVT,vTv Therapeutics Inc.,41.85M,5.57%,20000,-
877,DRIO,DarioHealth Corp.,41.68M,2.00%,56598,23.55M
878,CLRB,"Cellectar Biosciences, Inc.",41.53M,2.96%,937425,-
879,NXTC,"NextCure, Inc.",41.02M,-1.36%,42528,-
880,EVGN,Evogene Ltd.,40.88M,8.71%,56517,5.64M
881,DRRX,DURECT Corporation,40.87M,-7.30%,211493,9.19M
882,TARA,"Protara Therapeutics, Inc.",40.82M,3.08%,105981,-
883,DXR,Daxor Corporation,40.42M,0.12%,401,-2.00M
884,IPA,ImmunoPrecise Antibodies Ltd.,40.39M,-9.43%,344927,17.67M
885,PLUR,Pluri Inc.,40.02M,6.17%,43516,357.00K
886,ICCC,ImmuCell Corporation,39.92M,1.17%,3005,16.29M
887,MRKR,"Marker Therapeutics, Inc.",39.73M,-1.56%,5556,9.06M
888,RMTI,"Rockwell Medical, Inc.",39.60M,-0.72%,189373,80.83M
889,NRXP,"NRx Pharmaceuticals, Inc.",39.37M,6.83%,942721,-
890,ELDN,"Eledon Pharmaceuticals, Inc.",38.96M,-3.75%,55483,-
891,CUTR,"Cutera, Inc.",38.92M,2.05%,706895,230.18M
892,AWH,Aspira Women's Health Inc.,38.04M,-2.17%,10106,9.18M
893,VIRX,"Viracta Therapeutics, Inc.",37.71M,2.68%,37755,-
894,ACXP,"Acurx Pharmaceuticals, Inc.",37.31M,0.37%,116105,-
895,FEMY,Femasys Inc.,37.24M,9.30%,1101862,1.09M
896,PMN,"ProMIS Neurosciences, Inc.",37.20M,-3.05%,6946,-
897,EFTR,"eFFECTOR Therapeutics, Inc.",37.07M,1.94%,108472,675.00K
898,OMIC,"Singular Genomics Systems, Inc.",36.77M,-0.22%,41621,2.60M
899,ECOR,"electroCore, Inc.",36.56M,7.55%,17533,16.03M
900,BIVI,BioVie Inc.,36.55M,6.00%,667681,-
901,RVP,"Retractable Technologies, Inc.",36.52M,-1.64%,61877,41.99M
902,CODX,"Co-Diagnostics, Inc.",36.39M,-10.92%,196311,4.66M
903,BIMI,BIMI International Medical Inc.,35.85M,7.45%,4915,5.85M
904,LFWD,ReWalk Robotics Ltd,35.80M,683.92%,164114,13.85M
905,APM,Aptorum Group Limited,35.08M,4.87%,2034653,1.20M
906,SPRB,"Spruce Biosciences, Inc.",34.96M,-0.32%,7361537,7.20M
907,HLTH,Cue Health Inc.,34.87M,-10.82%,1554994,70.94M
908,POCI,"Precision Optics Corporation, Inc.",34.83M,2.09%,1530,19.22M
909,CLDI,"Calidi Biotherapeutics, Inc.",34.43M,4.60%,30840,45.00K
910,MEDS,"TRxADE HEALTH, Inc.",34.34M,-1.20%,97462,9.09M
911,EUDA,EUDA Health Holdings Limited,33.99M,17.65%,55126,-
912,ACST,Acasti Pharma Inc.,32.05M,-1.17%,10660,-
913,INKT,"MiNK Therapeutics, Inc.",30.72M,0.51%,37625,-
914,FBIO,"Fortress Biotech, Inc.",30.11M,15.18%,663869,80.97M
915,BIOR,"Biora Therapeutics, Inc.",29.39M,3.70%,334641,18.00K
916,XGN,Exagen Inc.,29.32M,-5.81%,68269,51.62M
917,SLGL,Sol-Gel Technologies Ltd.,29.25M,-1.90%,5323,1.55M
918,HUGE,FSD Pharma Inc.,29.13M,-1.64%,79933,-
919,STRM,"Streamline Health Solutions, Inc.",29.01M,6.34%,143380,23.98M
920,VYNE,VYNE Therapeutics Inc.,28.48M,-2.43%,39194,424.00K
921,CDIO,"Cardio Diagnostics Holdings, Inc.",27.85M,-3.82%,288623,12.71K
922,MOVE,Movano Inc.,27.77M,-12.53%,85315,-
923,NMTC,NeuroOne Medical Technologies Corporation,27.75M,0.93%,68453,2.82M
924,SRZN,"Surrozen, Inc.",27.52M,-0.61%,2651,12.50M
925,ALRN,"Aileron Therapeutics, Inc.",27.11M,-0.89%,15111,-
926,ONMD,OneMedNet Corporation,26.90M,-0.75%,281419,1.57M
927,QTI,"QT Imaging Holdings, Inc.",26.80M,-,55383,708.24K
928,ORGS,Orgenesis Inc.,26.50M,3.22%,85249,27.75M
929,ATIP,"ATI Physical Therapy, Inc.",26.48M,2.72%,4233,699.02M
930,COCH,"Envoy Medical, Inc.",26.39M,19.71%,237205,380.00K
931,TCRT,"Alaunos Therapeutics, Inc.",26.31M,4.27%,101083,15.00K
932,MEIP,"MEI Pharma, Inc.",26.12M,-3.37%,25360,72.65M
933,BFRG,"Bullfrog AI Holdings, Inc.",25.86M,3.03%,405140,75.00K
934,CERO,"CERo Therapeutics Holdings, Inc.",25.65M,-4.02%,244368,-
935,CPIX,Cumberland Pharmaceuticals Inc.,25.52M,-,21716,39.55M
936,UBX,"Unity Biotechnology, Inc.",25.18M,-,125701,-
937,LSTA,"Lisata Therapeutics, Inc.",25.17M,-1.30%,3084,-
938,TXMD,"TherapeuticsMD, Inc.",24.96M,1.69%,14352,1.95M
939,LPCN,Lipocine Inc.,24.93M,-3.52%,44218,-2.85M
940,OCX,OncoCyte Corporation,24.86M,1.02%,8727,-2.36M
941,PTN,"Palatin Technologies, Inc.",24.77M,2.67%,377312,7.10M
942,GDTC,CytoMed Therapeutics Limited,24.67M,-4.91%,3368,573.59K
943,ABIO,"ARCA biopharma, Inc.",24.65M,-0.59%,35218,-
944,PYPD,PolyPid Ltd.,24.65M,7.86%,40,-
945,MRAI,"Marpai, Inc.",24.34M,12.24%,309360,36.08M
946,EKSO,"Ekso Bionics Holdings, Inc.",24.17M,-2.22%,141987,18.28M
947,LUMO,"Lumos Pharma, Inc.",24.15M,4.14%,33680,2.05M
948,SNSE,"Sensei Biotherapeutics, Inc.",24.09M,3.57%,35910,-
949,IINN,Inspira Technologies Oxy B.H.N. Ltd.,23.93M,9.30%,146326,-
950,FBRX,"Forte Biosciences, Inc.",23.58M,-1.42%,30089,-
951,DMTK,"DermTech, Inc.",23.51M,1.77%,174731,15.30M
952,ONCT,"Oncternal Therapeutics, Inc.",23.14M,-2.98%,5617,785.00K
953,NEPH,"Nephros, Inc.",22.77M,-1.14%,21331,13.54M
954,NCNA,NuCana plc,22.63M,-10.77%,2096621,-
955,MAIA,"MAIA Biotechnology, Inc.",22.25M,6.11%,330734,-
956,QLI,Qilian International Holding Group Limited,22.25M,-5.74%,13951,46.47M
957,RNXT,"RenovoRx, Inc.",22.21M,-0.78%,47139,-
958,TCON,"TRACON Pharmaceuticals, Inc.",21.96M,-14.31%,6522516,12.05M
959,NRBO,"NeuroBo Pharmaceuticals, Inc.",21.93M,2.20%,31074,-
960,TTOO,"T2 Biosystems, Inc.",21.75M,3.98%,70102,11.00M
961,APTO,Aptose Biosciences Inc.,21.68M,8.57%,70109,-
962,AXDX,"Accelerate Diagnostics, Inc.",21.30M,-3.00%,144456,12.00M
963,CCLD,"CareCloud, Inc.",21.11M,-5.26%,92046,121.18M
964,MYNZ,Mainz Biomed B.V.,20.77M,0.98%,33587,-
965,GLTO,"Galecto, Inc.",20.61M,7.18%,92447,-
966,KALA,"Kala Pharmaceuticals, Inc.",20.55M,0.66%,11851,-
967,LABP,"Landos Biopharma, Inc.",20.47M,1.08%,2837,-
968,AKLI,"Akili, Inc.",20.32M,-1.35%,145512,1.68M
969,APRE,"Aprea Therapeutics, Inc.",19.84M,14.18%,33426,569.16K
970,PPBT,Purple Biotech Ltd.,19.77M,1.92%,50932,-
971,BIAF,"bioAffinity Technologies, Inc.",19.71M,7.34%,135331,321.49K
972,CNTG,Centogene N.V.,19.49M,0.20%,3548,55.72M
973,ITRM,Iterum Therapeutics plc,19.48M,1.38%,79398,-
974,TNXP,Tonix Pharmaceuticals Holding Corp.,19.48M,-3.40%,1307997,3.99M
975,CMAX,"CareMax, Inc.",19.47M,6.54%,53079,763.53M
976,NTRB,Nutriband Inc.,19.46M,6.06%,4764,2.09M
977,MHUA,"Meihua International Medical Technologies Co., Ltd.",19.44M,3.23%,61079,96.70M
978,GYRE,"Gyre Therapeutics, Inc.",19.42M,-10.33%,77062,-
979,NERV,"Minerva Neurosciences, Inc.",19.30M,1.45%,58672,-
980,CCM,Concord Medical Services Holdings Limited,19.19M,19.97%,1119,84.58M
981,NRSN,NeuroSense Therapeutics Ltd.,19.00M,-0.72%,116725,-
982,ONTX,"Onconova Therapeutics, Inc.",18.96M,-7.78%,109118,226.00K
983,CHRO,Chromocell Therapeutics Corp,18.54M,-1.78%,24690,-
984,MBRX,"Moleculin Biotech, Inc.",18.12M,0.82%,101633,-
985,TFFP,"TFF Pharmaceuticals, Inc.",18.02M,-3.28%,10198,932.32K
986,PHGE,BiomX Inc.,17.92M,-0.03%,275475,-
987,XLO,"Xilio Therapeutics, Inc.",17.80M,3.43%,85605,-
988,CNTX,Context Therapeutics Inc.,17.72M,-2.70%,41556,-
989,SSKN,"STRATA Skin Sciences, Inc.",17.58M,-4.92%,36506,35.27M
990,ACOR,"Acorda Therapeutics, Inc.",17.53M,-3.80%,2942,111.12M
991,BMRA,"Biomerica, Inc.",17.33M,2.91%,21067,5.50M
992,PMCB,"PharmaCyte Biotech, Inc.",17.27M,-4.41%,29071,-
993,NRXS,"NeurAxis, Inc.",17.24M,4.29%,14688,2.54M
994,PAVM,PAVmed Inc.,16.99M,-7.95%,38504,1.52M
995,PMD,Psychemedics Corporation,16.94M,-1.33%,23980,22.80M
996,PIRS,"Pieris Pharmaceuticals, Inc.",16.80M,-1.17%,338346,47.36M
997,AMS,American Shared Hospital Services,16.73M,-3.20%,13807,20.66M
998,AIH,Aesthetic Medical International Holdings Group Limited,16.45M,-7.25%,2910,89.89M
999,INDP,"Indaptus Therapeutics, Inc.",16.31M,-2.09%,23275,-
1000,AIM,AIM ImmunoTech Inc.,16.29M,-1.05%,59374,193.00K
1001,PETV,"PetVivo Holdings, Inc.",16.27M,0.99%,30337,1.05M
1002,IMRN,Immuron Limited,16.26M,2.50%,86177,2.43M
1003,SNTI,"Senti Biosciences, Inc.",16.23M,2.44%,36534,2.62M
1004,SYBX,"Synlogic, Inc.",16.17M,3.35%,17404,708.00K
1005,MBOT,Microbot Medical Inc.,16.13M,-1.77%,225533,-
1006,MIRA,"MIRA Pharmaceuticals, Inc.",16.11M,-4.07%,234839,-
1007,BCLI,Brainstorm Cell Therapeutics Inc.,16.10M,1.31%,448894,-
1008,TLIS,Talis Biomedical Corporation,16.03M,3.41%,5101,2.20M
1009,XRTX,XORTX Therapeutics Inc.,16.01M,-8.11%,70998,-
1010,RDHL,RedHill Biopharma Ltd.,15.74M,-0.42%,389349,35.75M
1011,ATHE,Alterity Therapeutics Limited,15.71M,-3.30%,22375,-
1012,AYTU,"Aytu BioPharma, Inc.",15.37M,1.75%,11421,98.50M
1013,TBIO,"Telesis Bio, Inc.",15.06M,-3.71%,113733,30.00M
1014,COCP,"Cocrystal Pharma, Inc.",15.06M,3.40%,10179,-
1015,NXGL,"NEXGEL, Inc.",14.87M,0.77%,23528,3.53M
1016,MTEM,"Molecular Templates, Inc.",14.83M,-0.72%,12436,52.90M
1017,KPRX,"Kiora Pharmaceuticals, Inc.",14.66M,0.42%,50838,-
1018,TLPH,Talphera Inc.,14.58M,2.63%,35235,651.00K
1019,STRR,"Star Equity Holdings, Inc.",14.56M,-,38139,77.17M
1020,SEEL,"Seelos Therapeutics, Inc.",14.36M,-5.00%,282099,2.20M
1021,EVAX,Evaxion Biotech A/S,14.24M,1.36%,12358,-
1022,VBIV,VBI Vaccines Inc.,14.08M,-4.92%,44142,8.12M
1023,EDSA,"Edesa Biotech, Inc.",13.83M,2.33%,4527,-
1024,NNVC,"NanoViricides, Inc.",13.78M,2.56%,34494,-
1025,BNTC,Benitec Biopharma Inc.,13.71M,-4.02%,6383,61.00K
1026,CANF,Can-Fite BioPharma Ltd.,13.46M,-0.47%,2100,793.00K
1027,ETAO,"ETAO International Co., Ltd.",13.45M,-0.59%,28144,58.06M
1028,IKT,"Inhibikase Therapeutics, Inc.",13.18M,-0.94%,36421,324.07K
1029,COEP,"Coeptis Therapeutics, Inc.",12.76M,-2.43%,166494,-
1030,ELAB,"Elevai Labs, Inc.",12.67M,-5.94%,44396,1.03M
1031,DOMH,Dominari Holdings Inc.,12.58M,-0.47%,10012,1.03M
1032,COSM,Cosmos Health Inc.,12.16M,1.86%,865220,49.59M
1033,ADXN,Addex Therapeutics Ltd,12.10M,2.99%,4590,2.24M
1034,LGVN,Longeveron Inc.,11.84M,-2.17%,58917,709.00K
1035,NLSP,NLS Pharmaceutics AG,11.82M,-7.21%,99741,-
1036,NTBL,Notable Labs Inc.,11.70M,1.26%,106123,-
1037,GRTX,"Galera Therapeutics, Inc.",11.69M,4.64%,325786,-
1038,BTCY,"Biotricity, Inc.",11.49M,4.07%,16852,11.63M
1039,CHEK,Check-Cap Ltd.,11.41M,2.65%,6079,-
1040,NDRA,ENDRA Life Sciences Inc.,11.37M,-3.85%,233932,-
1041,ICCT,iCoreConnect Inc.,11.28M,-6.35%,126578,7.75M
1042,PRTG,Portage Biotech Inc.,11.18M,-3.65%,14681,-
1043,AKTX,"Akari Therapeutics, Plc",11.08M,-1.99%,3128,-
1044,ERNA,Eterna Therapeutics Inc.,11.04M,-,10469,68.00K
1045,ASLN,ASLAN Pharmaceuticals Limited,11.00M,4.00%,971318,12.00M
1046,GENE,Genetic Technologies Limited,10.94M,2.67%,22900,5.78M
1047,OSA,"ProSomnus, Inc.",10.87M,1.56%,96235,25.61M
1048,POAI,Predictive Oncology Inc.,10.77M,-0.04%,38873,1.81M
1049,CMMB,Chemomab Therapeutics Ltd.,10.72M,-3.58%,12288,-
1050,SYRA,Syra Health Corp.,10.53M,-5.20%,78847,5.71M
1051,MNPR,Monopar Therapeutics Inc.,10.51M,-8.31%,263210,-
1052,GHSI,"Guardion Health Sciences, Inc.",10.41M,-0.98%,55696,12.04M
1053,MBIO,"Mustang Bio, Inc.",10.34M,-4.49%,118842,-
1054,TRVN,"Trevena, Inc.",10.33M,-0.40%,93006,3.21M
1055,BCDA,"BioCardia, Inc.",10.27M,-0.86%,138711,570.00K
1056,ABVC,"ABVC BioPharma, Inc.",10.27M,-1.25%,127869,152.43K
1057,ONVO,"Organovo Holdings, Inc.",9.94M,6.06%,233068,242.00K
1058,NVOS,"Novo Integrated Sciences, Inc.",9.85M,-0.88%,874086,13.04M
1059,AEZS,Aeterna Zentaris Inc.,9.81M,8.50%,29317,6.86M
1060,VCNX,"Vaccinex, Inc.",9.79M,-4.05%,13412,795.00K
1061,INBS,Intelligent Bio Solutions Inc.,9.73M,-2.01%,48530,2.88M
1062,FRES,Fresh2 Group Ltd,9.28M,15.83%,146906,2.35M
1063,CYCN,"Cyclerion Therapeutics, Inc.",9.11M,-0.32%,972,-
1064,BFRI,Biofrontera Inc.,8.91M,-11.43%,250372,33.62M
1065,HEPA,"Hepion Pharmaceuticals, Inc.",8.85M,14.29%,40672,-
1066,EIGR,"Eiger BioPharmaceuticals, Inc.",8.79M,-0.28%,16214,14.67M
1067,CVKD,"Cadrenal Therapeutics, Inc.",8.66M,0.24%,28324,-
1068,BRTX,"BioRestorative Therapies, Inc.",8.52M,5.43%,32855,130.20K
1069,PRPO,"Precipio, Inc.",8.52M,4.09%,2758,13.26M
1070,BNOX,Bionomics Limited,8.40M,-,62532,15.21K
1071,FWBI,"First Wave BioPharma, Inc.",8.39M,-11.73%,147019,-
1072,FLGC,Flora Growth Corp.,8.21M,10.00%,76534,70.37M
1073,HSCS,"Heart Test Laboratories, Inc.",8.15M,1.36%,1817192,5.85K
